Probe_ID	Gene_symbol	Ensembl_ID	Cytoband	Genomic_location_hg18	chromosome_name_hg18	start_position_hg18	end_position_hg18	Synonyms_0	Gene.Chosen	Genomic_location_hg19	chromosome_name_hg19	start_position_hg19	end_position_hg19	Genomic_location_hg38	chromosome_name_hg38	start_position_hg38	end_position_hg38	strand	Alias	gencode_seqnames_hg19	gencode_seqnames_hg38	gencode_start_hg19	gencode_start_hg38	gencode_end_hg19	gencode_end_hg38	Cytoband_hg19	Cytoband_hg38	Source
ILMN_2102693	NUFIP2	ENSG00000108256	17q11.2b	chr17:24612862:24612911:-	17	24612862	24612911	82-FIP; PIG1; KIAA1321; MGC117262; FIP-82; 182-FIP	YES	chr17:27588736:27588785:-	17	27588736	27588785	17:29261718:29261767:-	17	29261718	29261767	-	NA	chr17	chr17	27582854	29255836	27621136	29294118	17q11	17q11	iC10
ILMN_1666178	TP53I13	ENSG00000167543	17q11.2b	chr17:24924201:24924250:+	17	24924201	24924250	DSCP1	YES	chr17:27900075:27900124:+	17	27900075	27900124	17:29573057:29573106:+	17	29573057	29573106	+	NA	chr17	chr17	27893070	29566052	27900175	29573157	17q11	17q11	iC10
ILMN_1733155	GIT1	ENSG00000108262	17q11.2b	chr17:24924805:24924854:-	17	24924805	24924854		YES	chr17:27900679:27900728:-	17	27900679	27900728	17:29573661:29573710:-	17	29573661	29573710	-	NA	chr17	chr17	27900487	29573469	27921072	29594054	17q11	17q11	iC10
ILMN_1748650	MRPL45	ENSG00000174100	17q12c	chr17:33732424:33732473:+	17	33732424	33732473	MGC11321	YES	chr17:36478897:36478946:+	17	36478897	36478946	17:38323014:38323063:+	17	38323014	38323063	+	NA	chr17	chr17	36452989	38297023	36479101	38323218	17q12	17q12	iC10
ILMN_1718734	MLLT6	ENSG00000108292	17q12c	chr17:34136816:34136865:+	17	34136816	34136865	AF17; FLJ23480	YES	chr17:36883290:36883339:+	17	36883290	36883339	17:38727037:38727086:+	17	38727037	38727086	+	NA	chr17	chr17	36861795	38705542	36886056	38729803	17q12	17q12	iC10
ILMN_1809859	PCGF2	ENSG00000056661	17q12c	chr17:34143846:34143895:-	17	34143846	34143895	MGC10545; RNF110; MEL-18; ZNF144	YES	chr17:36890320:36890369:-	17	36890320	36890369	17:38734067:38734116:-	17	38734067	38734116	-	NA	chr17	chr17	36890150	38733897	36906070	38749817	17q12	17q12	iC10
ILMN_1701213	PIP4K2B	ENSG00000141720	17q12c	chr17:34177639:34177688:-	17	34177639	34177688	Pip4k2B; PIP5K2B; PIP5KIIbeta; PIP5KIIB	YES	chr17:36924113:36924162:-	17	36924113	36924162	17:38767860:38767909:-	17	38767860	38767909	-	NA	chr17	chr17	36921942	38765689	36956379	38800126	17q12	17q12	iC10
ILMN_1741017	PIP4K2B	ENSG00000141720	17q12c	chr17:34189162:34189162:-,chr17:34188113:34188151:-,chr17:34187570:34187579:-	17	34189162	34189162	NA	NO	chr17:36935636:36935636:-	17	36935636	36935636	17:38779383:38779383:-	17	38779383	38779383	-	NA	chr17	chr17	36921942	38765689	36956379	38800126	17q12	17q12	iC10
ILMN_1720233	CCDC49	ENSG00000108296	17q12c	chr17:34211129:34211178:-	17	34211129	34211178	DKFZp779M0968; FLJ20291 ;CWC25	YES	chr17:36957603:36957652:-	17	36957603	36957652	17:38801350:38801399:-	17	38801350	38801399	-	CWC25	chr17	chr17	36956687	38800434	36981734	38825481	17q12	17q12	iC10
ILMN_1665909	BC007367	ENSG00000002834	17q12c	chr17:34331398:34331447:+	17	34331398	34331447	MLN50; Lasp-1 ;LASP1	YES	chr17:37077872:37077921:+	17	37077872	37077921	17:38921619:38921668:+	17	38921619	38921668	+	LASP1	chr17	chr17	37026112	38869859	37078023	38921770	17q12	17q12	iC10
ILMN_1701832	RPL19	ENSG00000108298	17q12c	chr17:34612209:34612218:+,chr17:34612768:34612807:+	17	34612209	34612218	MGC71997; DKFZp779D216; FLJ27452	YES	chr17:37358683:37358692:+	17	37358683	37358692	17:39202430:39202439:+	17	39202430	39202439	+	NA	chr17	chr17	37356536	39200283	37360985	39204732	17q12	17q12	iC10
ILMN_1754489	FBXL20	ENSG00000108306	17q12c	chr17:34670486:34670535:-	17	34670486	34670535	MGC15482; Fbl20; SCR; Fbl2	YES	chr17:37416960:37417009:-	17	37416960	37417009	17:39260707:39260756:-	17	39260707	39260756	-	NA	chr17	chr17	37408897	39252644	37558776	39402523	17q12	17q12	iC10
ILMN_1721729	MED1	ENSG00000125686	17q12c	chr17:34816550:34816599:-	17	34816550	34816599	TRIP2; PPARGBP; RB18A; MGC71488; MED1; CRSP200; TRAP220; CRSP1; PBP; DRIP205; DRIP230	YES	chr17:37563024:37563073:-	17	37563024	37563073	17:39406771:39406820:-	17	39406771	39406820	-	NA	chr17	chr17	37560538	39404285	37607539	39451286	17q12	17q12	iC10
ILMN_1657095	STARD3	ENSG00000131748	17q12c	chr17:35073096:35073145:+	17	35073096	35073145	es64; FLJ41370; MLN64; CAB1	YES	chr17:37819570:37819619:+	17	37819570	37819619	17:39663317:39663366:+	17	39663317	39663366	+	NA	chr17	chr17	37793318	39637065	37819737	39663484	17q12	17q12	iC10
ILMN_1710027	PNMT	ENSG00000141744	17q12c	chr17:35079886:35079935:+	17	35079886	35079935	PENT	YES	chr17:37826360:37826409:+	17	37826360	37826409	17:39670107:39670156:+	17	39670107	39670156	+	NA	chr17	chr17	37824234	39667981	37826728	39670475	17q12	17q12	iC10
ILMN_1805636	PGAP3	ENSG00000161395	17q12c	chr17:35081038:35081087:-	17	35081038	35081087	CAB2; AGLA546; PP1498; MGC9753; PERLD1	YES	chr17:37827512:37827561:-	17	37827512	37827561	17:39671259:39671308:-	17	39671259	39671308	-	NA	chr17	chr17	37827375	39671122	37853050	39696797	17q12	17q12	iC10
ILMN_1728761	ERBB2	ENSG00000141736	17q12c	chr17:35109826:35109875:+	17	35109826	35109875	NA	NO	chr17:37856300:37856349:+	17	37856300	37856349	17:39700047:39700096:+	17	39700047	39700096	+	NA	chr17	chr17	37844167	39687914	37886679	39730426	17q12	17q12	iC10
ILMN_2352131	ERBB2	ENSG00000141736	17q12c	chr17:35138207:35138256:+	17	35138207	35138256	c-erb B2; CD340; HER2; NGL; NEU; HER-2/neu; HER-2; TKR1	YES	chr17:37884681:37884730:+	17	37884681	37884730	17:39728428:39728477:+	17	39728428	39728477	+	NA	chr17	chr17	37844167	39687914	37886679	39730426	17q12	17q12	iC10
ILMN_1727078	MIEN1	ENSG00000141741	17q12c	chr17:35139114:35139163:-	17	35139114	35139163	RDX12; MGC14832; XTP4; C35; ORB3 ;MIEN1: C17orf37	YES	chr17:37885588:37885637:-	17	37885588	37885637	17:39729335:39729384:-	17	39729335	39729384	-	NA	chr17	chr17	37884749	39728496	37887040	39730787	17q12	17q12	iC10
ILMN_1798582	GRB7	ENSG00000141738	17q12c	chr17:35147852:35147901:+	17	35147852	35147901	NA	NO	chr17:37894326:37894375:+	17	37894326	37894375	17:39738073:39738122:+	17	39738073	39738122	+	NA	chr17	chr17	37894180	39737927	37903544	39747291	17q12	17q12	iC10
ILMN_2405254	GRB7	ENSG00000141738	17q12c	chr17:35156778:35156827:+	17	35156778	35156827		YES	chr17:37903252:37903301:+	17	37903252	37903301	17:39746999:39747048:+	17	39746999	39747048	+	NA	chr17	chr17	37894180	39737927	37903544	39747291	17q12	17q12	iC10
ILMN_1740762	GRB7	ENSG00000141738	17q12c	chr17:35156822:35156871:+	17	35156822	35156871	NA	NO	chr17:37903296:37903345:+	17	37903296	37903345	17:39747043:39747092:+	17	39747043	39747092	+	NA	chr17	chr17	37894180	39737927	37903544	39747291	17q12	17q12	iC10
ILMN_1666206	GSDMB	ENSG00000073605	17q12c	chr17:35314498:35314547:-	17	35314498	35314547	PRO2521; PP4052	YES	chr17:38060972:38061021:-	17	38060972	38061021	17:39904719:39904768:-	17	39904719	39904768	-	NA	chr17	chr17	38060848	39904595	38076107	39919854	17q12	17q21	iC10
ILMN_2347193	GSDMB	ENSG00000073605	17q12c	chr17:35315637:35315686:-	17	35315637	35315686	NA	NO	chr17:38062111:38062160:-	17	38062111	38062160	17:39905858:39905907:-	17	39905858	39905907	-	NA	chr17	chr17	38060848	39904595	38076107	39919854	17q12	17q21	iC10
ILMN_1662174	ORMDL3	ENSG00000172057	17q12c	chr17:35331073:35331122:-	17	35331073	35331122		YES	chr17:38077547:38077596:-	17	38077547	38077596	17:39921294:39921343:-	17	39921294	39921343	-	NA	chr17	chr17	38077294	39921041	38083854	39927601	17q12	17q21	iC10
ILMN_1796430	PSMD3	ENSG00000108344	17q12c-q21.1a	chr17:35407424:35407473:+	17	35407424	35407473	RPN3; P58; S3	YES	chr17:38153898:38153947:+	17	38153898	38153947	17:39997645:39997694:+	17	39997645	39997694	+	NA	chr17	chr17	38137050	39980797	38154213	39997960	17q21	17q21	iC10
ILMN_2388272	MED24	ENSG00000008838	17q21.1a-q21.1b	chr17:35429060:35429109:-	17	35429060	35429109	THRAP4; CRSP100; DRIP100; CRSP4; TRAP100; MED24; ARC100; MGC8748; KIAA0130	YES	chr17:38175534:38175583:-	17	38175534	38175583	17:40019281:40019330:-	17	40019281	40019330	-	NA	chr17	chr17	38175350	40019097	38217468	40061215	17q21	17q21	iC10
ILMN_1711853	MED24	ENSG00000008838	17q21.1a-q21.1b	chr17:35429140:35429189:-	17	35429140	35429189	NA	NO	chr17:38175614:38175663:-	17	38175614	38175663	17:40019361:40019410:-	17	40019361	40019410	-	NA	chr17	chr17	38175350	40019097	38217468	40061215	17q21	17q21	iC10
ILMN_1661683	THRA	ENSG00000126351	17q21.1b-q21.1c	chr17:35499036:35499085:+	17	35499036	35499085	NR1A1; THRA1; THRA2; ERB-T-1; ERBA; ERBA1; c-ERBA-1; AR7; MGC43240; MGC000261; EAR7	YES	chr17:38245510:38245559:+	17	38245510	38245559	17:40089257:40089306:+	17	40089257	40089306	+	NA	chr17	chr17	38214543	40058290	38250120	40093867	17q21	17q21	iC10
ILMN_1665004	CASC3	ENSG00000108349	17q21.1d	chr17:35581367:35581416:+	17	35581367	35581416	BTZ; MLN51	YES	chr17:38327841:38327890:+	17	38327841	38327890	17:40171588:40171637:+	17	40171588	40171637	+	NA	chr17	chr17	38296571	40140318	38328436	40172183	17q21	17q21	iC10
ILMN_1785914	CDC6	ENSG00000094804	17q21.2a	chr17:35712764:35712813:+	17	35712764	35712813	HsCDC18; HsCDC6; CDC18L	YES	chr17:38459238:38459287:+	17	38459238	38459287	17:40302986:40303035:+	17	40302986	40303035	+	NA	chr17	chr17	38443885	40287633	38460909	40304657	17q21	17q21	iC10
ILMN_1659206	RARA	ENSG00000131759	17q21.2a	chr17:35767340:35767389:+	17	35767340	35767389	NR1B1; RAR	YES	chr17:38513814:38513863:+	17	38513814	38513863	17:40357562:40357611:+	17	40357562	40357611	+	NA	chr17	chr17	38465444	40309192	38513895	40357643	17q21	17q21	iC10
ILMN_1747857	SMARCE1	ENSG00000073584	17q21.2a	chr17:36037647:36037696:-	17	36037647	36037696	BAF57	YES	chr17:38784121:38784170:-	17	38784121	38784170	17:40627869:40627918:-	17	40627869	40627918	-	NA	chr17	chr17	38781214	40624962	38805116	40648864	17q21	17q21	iC10
ILMN_1803846	EIF1	ENSG00000173812	17q21.2b	chr17:37101091:37101140:+	17	37101091	37101140	EIF1A; EIF-1; A121; SUI1; ISO1	YES	chr17:39847565:39847614:+	17	39847565	39847614	17:41691313:41691362:+	17	41691313	41691362	+	NA	chr17	chr17	39845137	41688885	39848920	41692668	17q21	17q21	iC10
ILMN_2367743	DQ895110	ENSG00000131462	17q21.31a	chr17:38020497:38020546:+	17	38020497	38020546	TUBG ;TUBG1	YES	chr17:40766971:40767020:+	17	40766971	40767020	17:42614953:42615002:+	17	42614953	42615002	+	TUBG1	chr17	chr17	40761694	42609676	40767252	42615234	17q21	17q21	iC10
ILMN_1700461	AARSD1	ENSG00000108825	17q21.31a	chr17:38357370:38357419:-	17	38357370	38357419	MGC2744	YES	chr17:41103844:41103893:-	17	41103844	41103893	17:42951827:42951876:-	17	42951827	42951876	-	NA	chr17	chr17	41102543	42950526	41116515	42964498	17q21	17q21	iC10
ILMN_1683950	SNX11	ENSG00000002919	17q21.32b	chr17:43554982:43555031:+	17	43554982	43555031	MGC111019	YES	chr17:46199983:46200032:+	17	46199983	46200032	17:48122621:48122670:+	17	48122621	48122670	+	NA	chr17	chr17	46180719	48103357	46200436	48123074	17q21	17q21	iC10
ILMN_1755504	CALCOCO2	ENSG00000136436	17q21.32c	chr17:44296873:44296922:+	17	44296873	44296922	NDP52; MGC17318	YES	chr17:46941874:46941923:+	17	46941874	46941923	17:48864512:48864561:+	17	48864512	48864561	+	NA	chr17	chr17	46908350	48830988	46943884	48866522	17q21	17q21	iC10
ILMN_1783771	UBE2Z	ENSG00000159202	17q21.32c	chr17:44360453:44360502:+	17	44360453	44360502		YES	chr17:47005454:47005503:+	17	47005454	47005503	17:48928092:48928141:+	17	48928092	48928141	+	NA	chr17	chr17	46985731	48908369	47006418	48929056	17q21	17q21	iC10
ILMN_1692168	UBE2Z	ENSG00000159202	17q21.32c	chr17:44361031:44361080:+	17	44361031	44361080	NA	NO	chr17:47006032:47006081:+	17	47006032	47006081	17:48928670:48928719:+	17	48928670	48928719	+	NA	chr17	chr17	46985731	48908369	47006418	48929056	17q21	17q21	iC10
ILMN_1766171	SNF8	ENSG00000159210	17q21.32c	chr17:44362765:44362814:-	17	44362765	44362814	EAP30; Dot3; VPS22	YES	chr17:47007766:47007815:-	17	47007766	47007815	17:48930404:48930453:-	17	48930404	48930453	-	NA	chr17	chr17	47006678	48929316	47022479	48945117	17q21	17q21	iC10
ILMN_1692651	PHB	ENSG00000167085	17q21.33a	chr17:44836463:44836512:-	17	44836463	44836512	PHB1	YES	chr17:47481464:47481513:-	17	47481464	47481513	17:49404102:49404151:-	17	49404102	49404151	-	NA	chr17	chr17	47481411	49404049	47492267	49414905	17q21	17q21	iC10
ILMN_2397024	SPOP	ENSG00000121067	17q21.33a	chr17:45032464:45032513:-	17	45032464	45032513	TEF2	YES	chr17:47677465:47677514:-	17	47677465	47677514	17:49600103:49600152:-	17	49600103	49600152	-	NA	chr17	chr17	47676246	49598884	47755596	49678234	17q21	17q21	iC10
ILMN_1727840	SLC35B1	ENSG00000121073	17q21.33a	chr17:45135247:45135296:-	17	45135247	45135296	UGTREL1	YES	chr17:47780248:47780297:-	17	47780248	47780297	17:49702886:49702935:-	17	49702886	49702935	-	NA	chr17	chr17	47778296	49700934	47786376	49709014	17q21	17q21	iC10
ILMN_1799815	XYLT2	ENSG00000015532	17q21.33b	chr17:45793366:45793415:+	17	45793366	45793415	XT2; XT-II; xylT-II	YES	chr17:48438367:48438416:+	17	48438367	48438416	17:50361006:50361055:+	17	50361006	50361055	+	NA	chr17	chr17	48423453	50346092	48440499	50363138	17q21	17q21	iC10
ILMN_1811327	MRPL27	ENSG00000108826	17q21.33b	chr17:45800397:45800446:-	17	45800397	45800446	MGC23716; L27mt	YES	chr17:48445398:48445447:-	17	48445398	48445447	17:50368037:50368086:-	17	50368037	50368086	-	NA	chr17	chr17	48445218	50367857	48450575	50373214	17q21	17q21	iC10
ILMN_1727558	MRPL27		17q21.33b	chr17:45800762:45800811:-	17	45800762	45800811	NA	NO	chr17:48445763:48445812:-	17	48445763	48445812	17:50368402:50368451:-	17	50368402	50368451	-	NA	chr17	chr17	48445218	50367857	48450575	50373214	17q21	17q21	iC10
ILMN_1809963	RSAD1	ENSG00000136444	17q21.33b	chr17:45918033:45918082:+	17	45918033	45918082	FLJ20975; FLJ11164	YES	chr17:48563034:48563083:+	17	48563034	48563083	17:50485673:50485722:+	17	50485673	50485722	+	NA	chr17	chr17	48556161	50478800	48563336	50485975	17q21	17q21	iC10
ILMN_1726893	EPN3	ENSG00000049283	17q21.33b	chr17:45974948:45974997:+	17	45974948	45974997	FLJ20778; MGC129899	YES	chr17:48619949:48619998:+	17	48619949	48619998	17:50542588:50542637:+	17	50542588	50542637	+	NA	chr17	chr17	48609904	50532543	48621111	50543750	17q21	17q21	iC10
ILMN_1728180	CROP	ENSG00000108848	17q21.33b	chr17:46184373:46184422:+	17	46184373	46184422	LUC7A; OA48-18 ;LUC7L3	YES	chr17:48829374:48829423:+	17	48829374	48829423	17:50752013:50752062:+	17	50752013	50752062	+	LUC7L3	chr17	chr17	48796905	50719544	48833574	50756213	17q21	17q21	iC10
ILMN_1672004	TOB1	ENSG00000141232	17q21.33b	chr17:46295472:46295521:-	17	46295472	46295521	MGC104792; TROB; APRO6; TROB1; PIG49; TOB; MGC34446	YES	chr17:48940473:48940522:-	17	48940473	48940522	17:50863112:50863161:-	17	50863112	50863161	-	NA	chr17	chr17	48939584	50862223	48945339	50867978	17q21	17q21	iC10
ILMN_2263718	SPAG9	ENSG00000008294	17q21.33b	chr17:46398289:46398338:-	17	46398289	46398338	FLJ26141; PHET; MGC74461; HSS; PIG6; KIAA0516; FLJ34602; MGC14967; MGC117291; JLP; HLC4; FLJ13450; FLJ14006	YES	chr17:49043290:49043339:-	17	49043290	49043339	17:50965929:50965978:-	17	50965929	50965978	-	NA	chr17	chr17	49039535	50962174	49198226	51120865	17q21	17q21	iC10
ILMN_1799104	SPAG9	ENSG00000008294	17q21.33b	chr17:46398580:46398629:-	17	46398580	46398629	NA	NO	chr17:49043581:49043630:-	17	49043581	49043630	17:50966220:50966269:-	17	50966220	50966269	-	NA	chr17	chr17	49039535	50962174	49198226	51120865	17q21	17q21	iC10
ILMN_1741133	NME1	ENSG00000011052	17q21.33b	chr17:46594115:46594164:+	17	46594115	46594164	NA	NO	chr17:49239116:49239165:+	17	49239116	49239165	17:51161755:51161804:+	17	51161755	51161804	+	NA	chr17	chr17	49230897	51153536	49239789	51162428	17q21	17q21	iC10
ILMN_2414399	NME1	ENSG00000011052	17q21.33b	chr17:46594377:46594426:+	17	46594377	46594426	NDPKA; NM23-H1; NDPK-A; NM23; AWD; GAAD	YES	chr17:49239378:49239427:+	17	49239378	49239427	17:51162017:51162066:+	17	51162017	51162066	+	NA	chr17	chr17	49230897	51153536	49239789	51162428	17q21	17q21	iC10
ILMN_1802642	TOM1L1	ENSG00000141198	17q22b	chr17:50382440:50382486:+,chr17:50392926:50392928:+	17	50382440	50382486	SRCASM	YES	chr17:53027441:53027487:+	17	53027441	53027487	17:54950080:54950126:+	17	54950080	54950126	+	NA	chr17	chr17	52976748	54899387	53039317	54961956	17q22	17q22	iC10
ILMN_1687359	MRPS23	ENSG00000181610	17q22d	chr17:53272159:53272208:-	17	53272159	53272208	HSPC329; MRP-S23; CGI-138	YES	chr17:55917160:55917209:-	17	55917160	55917209	17:57839799:57839848:-	17	57839799	57839848	-	NA	chr17	chr17	55912142	57834781	55927417	57850056	17q22	17q22	iC10
ILMN_1772796	DYNLL2	ENSG00000121083	17q22d	chr17:53521617:53521666:+	17	53521617	53521666	MGC17810; DNCL1B; Dlc2	YES	chr17:56166618:56166667:+	17	56166618	56166667	17:58089257:58089306:+	17	58089257	58089306	+	NA	chr17	chr17	56160776	58083415	56172897	58095536	17q22	17q22	iC10
ILMN_1766245	SUPT4H1	ENSG00000213246	17q22d	chr17:53777817:53777866:-	17	53777817	53777866	SPT4H; SUPT4H	YES	chr17:56422818:56422867:-	17	56422818	56422867	17:58345457:58345506:-	17	58345457	58345506	-	NA	chr17	chr17	56422536	58345175	56430454	58353093	17q22	17q22	iC10
ILMN_1700606	RNF43	ENSG00000108375	17q22d	chr17:53786312:53786361:-	17	53786312	53786361	FLJ20315; MGC125630; DKFZp781H0392; URCC; DKFZp781H02126; RNF124	YES	chr17:56431313:56431362:-	17	56431313	56431362	17:58353952:58354001:-	17	58353952	58354001	-	NA	chr17	chr17	56429861	58352500	56494956	58417595	17q22	17q22	iC10
ILMN_1771019	MTMR4	ENSG00000108389	17q22d	chr17:53922158:53922207:-	17	53922158	53922207	FYVE-DSP2; ZFYVE11; KIAA0647	YES	chr17:56567159:56567208:-	17	56567159	56567208	17:58489798:58489847:-	17	58489798	58489847	-	NA	chr17	chr17	56566890	58489529	56595266	58517905	17q22	17q22	iC10
ILMN_1695386	RAD51C	ENSG00000108384	17q22d	chr17:54127402:54127451:+	17	54127402	54127451	NA	NO	chr17:56772403:56772452:+	17	56772403	56772452	17:58695042:58695091:+	17	58695042	58695091	+	NA	chr17	chr17	56769934	58692573	56812972	58735611	17q22	17q22	iC10
ILMN_1760635	RAD51C	ENSG00000108384	17q22d	chr17:54129143:54129192:+	17	54129143	54129192	MGC104277; RAD51L2	YES	chr17:56774144:56774193:+	17	56774144	56774193	17:58696783:58696832:+	17	58696783	58696832	+	NA	chr17	chr17	56769934	58692573	56812972	58735611	17q22	17q22	iC10
ILMN_1704383	TRIM37	ENSG00000108395	17q22d	chr17:54431131:54431180:-	17	54431131	54431180	TEF3; POB1; KIAA0898; MUL	YES	chr17:57076349:57076398:-	17	57076349	57076398	17:58998988:58999037:-	17	58998988	58999037	-	NA	chr17	chr17	57059999	58982638	57184282	59106921	17q22	17q22	iC10
ILMN_1711327	TRIM37	ENSG00000108395	17q22d	chr17:54433762:54433811:-	17	54433762	54433811	NA	NO	chr17:57078980:57079029:-	17	57078980	57079029	17:59001619:59001668:-	17	59001619	59001668	-	NA	chr17	chr17	57059999	58982638	57184282	59106921	17q22	17q22	iC10
ILMN_1807533	C17orf71	ENSG00000167447	17q22d	chr17:54647073:54647122:+	17	54647073	54647122	FLJ10587 ;SMG8	YES	chr17:57292291:57292340:+	17	57292291	57292340	17:59214930:59214979:+	17	59214930	59214979	+	SMG8	chr17	chr17	57286761	59209400	57292608	59215247	17q22	17q22	iC10
ILMN_2325008	DHX40	ENSG00000108406	17q23.1a	chr17:55039267:55039316:+	17	55039267	55039316	NA	NO	chr17:57684485:57684534:+	17	57684485	57684534	17:59607124:59607173:+	17	59607124	59607173	+	NA	chr17	chr17	57642886	59565525	57685706	59608345	17q23	17q23	iC10
ILMN_2248589	DHX40	ENSG00000108406	17q23.1a	chr17:55040123:55040172:+	17	55040123	55040172	FLJ22060; FLJ34015; DDX40; PAD; ARG147	YES	chr17:57685341:57685390:+	17	57685341	57685390	17:59607980:59608029:+	17	59607980	59608029	+	NA	chr17	chr17	57642886	59565525	57685706	59608345	17q23	17q23	iC10
ILMN_1756779	CLTC	ENSG00000141367	17q23.1a	chr17:55126981:55127030:+	17	55126981	55127030	CHC17; CLTCL2; Hc; CLH-17; KIAA0034	YES	chr17:57772199:57772248:+	17	57772199	57772248	17:59694838:59694887:+	17	59694838	59694887	+	NA	chr17	chr17	57697050	59619689	57774317	59696956	17q23	17q23	iC10
ILMN_2311548	PTRH2	ENSG00000214225	17q23.1a	chr17:55129739:55129788:-	17	55129739	55129788	FLJ32471; CGI-147; PTH2; BIT1	YES	chr17:57774957:57775006:-	17	57774957	57775006	17:59697596:59697645:-	17	59697596	59697645	-	NA	chr17	chr17	57751997	59674636	57784987	59707626	17q23	17q23	iC10
ILMN_1692754	TMEM49	ENSG00000062716	17q23.1a	chr17:55272518:55272567:+	17	55272518	55272567	VMP1; DKFZP566I133	YES	chr17:57917736:57917785:+	17	57917736	57917785	17:59840375:59840424:+	17	59840375	59840424	+	VMP1	chr17	chr17	57784553	59707192	57919616	59842255	17q23	17q23	iC10
ILMN_1749253	TUBD1	ENSG00000108423	17q23.1a	chr17:55291728:55291777:-	17	55291728	55291777	FLJ12709; TUBD	YES	chr17:57936946:57936995:-	17	57936946	57936995	17:59859585:59859634:-	17	59859585	59859634	-	NA	chr17	chr17	57936843	59859482	57970306	59892945	17q23	17q23	iC10
ILMN_1704557	RPS6KB1	ENSG00000108443	17q23.1a	chr17:55382430:55382479:+	17	55382430	55382479	p70-alpha; p70-S6K; STK14A; S6K1; p70(S6K)-alpha; PS6K; S6K	YES	chr17:58027648:58027697:+	17	58027648	58027697	17:59950287:59950336:+	17	59950287	59950336	+	NA	chr17	chr17	57970407	59893046	58027925	59950564	17q23	17q23	iC10
ILMN_1688606	RNFT1	ENSG00000189050	17q23.1a	chr17:55395091:55395140:-	17	55395091	55395140	PTD016; MGC111090	YES	chr17:58040309:58040358:-	17	58040309	58040358	17:59962948:59962997:-	17	59962948	59962997	-	NA	chr17	chr17	58029601	59952240	58042122	59964761	17q23	17q23	iC10
ILMN_1791106	HEATR6	ENSG00000068097	17q23.1a	chr17:55475466:55475515:-	17	55475466	55475515	DKFZp686D22141; MGC148096; FLJ22087; ABC1	YES	chr17:58120684:58120733:-	17	58120684	58120733	17:60043323:60043372:-	17	60043323	60043372	-	NA	chr17	chr17	58120555	60043194	58156292	60078931	17q23	17q23	iC10
ILMN_1804743	USP32	ENSG00000170832	17q23.2a	chr17:55658182:55658194:-,chr17:55655693:55655729:-	17	55658182	55658194	USP10; NY-REN-60	YES	chr17:58303400:58303412:-	17	58303400	58303412	17:60226039:60226051:-	17	60226039	60226051	-	NA	chr17	chr17	58256455	60179094	58499831	60422470	17q23	17q23	iC10
ILMN_1803479	USP32	ENSG00000170832		chr17:55777678:55777727:-	17	55777678	55777727	NA	NO	chr17:58422896:58422945:-	17	58422896	58422945	17:60345535:60345584:-	17	60345535	60345584	-	NA	chr17	chr17	58256455	60179094	58499831	60422470	17q23	17q23	iC10
ILMN_2149766	APPBP2	ENSG00000062725	17q23.2a	chr17:55875414:55875463:-	17	55875414	55875463	PAT1; KIAA0228; HS.84084	YES	chr17:58520632:58520681:-	17	58520632	58520681	17:60443271:60443320:-	17	60443271	60443320	-	NA	chr17	chr17	58520510	60443149	58603580	60526219	17q23	17q23	iC10
ILMN_1670875	PPM1D	ENSG00000170836	17q23.2a	chr17:56096423:56096472:+	17	56096423	56096472	PP2C-DELTA; WIP1	YES	chr17:58741641:58741690:+	17	58741641	58741690	17:60664280:60664329:+	17	60664280	60664329	+	NA	chr17	chr17	58677544	60600183	58743641	60666280	17q23	17q23	iC10
ILMN_1686553	INTS2	ENSG00000108506	17q23.2c	chr17:57297799:57297848:-	17	57297799	57297848	KIAA1287; INT2	YES	chr17:59943017:59943066:-	17	59943017	59943066	17:61865656:61865705:-	17	61865656	61865705	-	NA	chr17	chr17	59942728	61865367	60005377	61928016	17q23	17q23	iC10
ILMN_1671067	MED13	ENSG00000108510	17q23.2c	chr17:57443131:57443180:-	17	57443131	57443180	TRAP240; DRIP250; KIAA0593; THRAP1; ARC250; HSPC221; MED13	YES	chr17:60088349:60088398:-	17	60088349	60088398	17:62010988:62011037:-	17	62010988	62011037	-	NA	chr17	chr17	60019966	61942605	60142643	62065282	17q23	17q23	iC10
ILMN_1663486	TLK2	ENSG00000146872	17q23.2d	chr17:58044115:58044164:+	17	58044115	58044164	MGC44450; PKU-ALPHA	YES	chr17:60690383:60690432:+	17	60690383	60690432	17:62613022:62613071:+	17	62613022	62613071	+	NA	chr17	chr17	60536019	62458658	60692842	62615481	17q23	17q23	iC10
ILMN_1771179	CYB561	ENSG00000008283	17q23.3a	chr17:58863686:58863735:-	17	58863686	58863735	FRRS2	YES	chr17:61509954:61510003:-	17	61509954	61510003	17:63432593:63432642:-	17	63432593	63432642	-	NA	chr17	chr17	61509665	63432304	61523739	63446378	17q23	17q23	iC10
ILMN_2378376	CYB561	ENSG00000008283	17q23.3a	chr17:58863891:58863940:-	17	58863891	58863940	NA	NO	chr17:61510159:61510208:-	17	61510159	61510208	17:63432798:63432847:-	17	63432798	63432847	-	NA	chr17	chr17	61509665	63432304	61523739	63446378	17q23	17q23	iC10
